Id,Title,Author
2821,My Name Is Red,Orhan Pamuk
2822,Katherine,Anya Seton
2823,Eva Luna,Isabel Allende
2824,O Pioneers!,Willa Cather
2825,The Egyptian,Mika Waltari
2826,Hard Times,Charles Dickens
2827,Wives and Daughters,Elizabeth Gaskell
2828,The Return of the Native,Thomas Hardy
2829,Gates of Fire,Steven Pressfield
2830,We the Living,Ayn Rand
2831,Bumi Manusia,Pramoedya Ananta Toer
2832,The War of the End of the World,Mario Vargas Llosa
2833,London,Edward Rutherfurd
2834,My Brilliant Friend,Elena Ferrante
2835,Master and Commander,Patrick O'Brian
2836,La catedral del mar,Ildefonso Falcones
2837,Death Comes for the Archbishop,Willa Cather
2838,Trinity,Leon Uris
2839,Washington Square,Henry James
2840,Wide Sargasso Sea,Jean Rhys
2841,Chess Story,Stefan Zweig
2842,The Crossing,Cormac McCarthy
2843,Kristin Lavransdatter,Sigrid Undset
2844,Underworld,Don DeLillo
2845,The Black Obelisk,Erich Maria Remarque
2846,Musashi,Eiji Yoshikawa
2847,Fifth Business,Robertson Davies
2848,Snow,Orhan Pamuk
2849,Independent People,HalldÃ³r Laxness
2850,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory
2851,The Feast of the Goat,Mario Vargas Llosa
2852,Narcopolis,Jeet Thayil
2853,Maurice,E.M. Forster
2854,Of Love and Other Demons,Gabriel GarcÃ­a MÃ¡rquez
2855,True Grit,Charles Portis
2856,Time's Arrow,Martin Amis
2857,Go Tell It on the Mountain,James Baldwin
2858,The Bridge of San Luis Rey,Thornton Wilder
2859,The Lover,Marguerite Duras
2860,Forever Amber,Kathleen Winsor
2861,The Luminaries,Eleanor Catton
2862,Bel-Ami,Guy de Maupassant
2863,"I, Claudius/Claudius the God",Robert Graves
2864,The Gospel According to Jesus Christ,JosÃ© Saramago
2865,The Samurai's Garden,Gail Tsukiyama
2866,Here Be Dragons,Sharon Kay Penman
2867,The Leopard,Giuseppe Tomasi di Lampedusa
2868,Baltasar and Blimunda,JosÃ© Saramago
2869,The Golden Bowl,Henry James
2870,Rilla of Ingleside,L.M. Montgomery
2871,I Served the King of England,Bohumil Hrabal
2872,Once and Always,Judith McNaught
2873,Silk,Alessandro Baricco
2874,The Promise,Chaim Potok
2875,Baudolino,Umberto Eco
2876,Portrait in Sepia,Isabel Allende
2877,My Cousin Rachel,Daphne du Maurier
2878,Sonnets from the Portuguese,Elizabeth Barrett Browning
2879,Purple Hibiscus,Chimamanda Ngozi Adichie
2880,And Quiet Flows the Don,Mikhail Sholokhov
2881,Mason & Dixon,Thomas Pynchon
2882,4 3 2 1,Paul Auster
2883,The Secret History of the Pink Carnation,Lauren Willig
2884,The Prisoner of Heaven,Carlos Ruiz ZafÃ³n
2885,Giants in the Earth,O.E. RÃ¸lvaag
2886,When Christ and His Saints Slept,Sharon Kay Penman
2887,Three Kingdoms,Luo Guanzhong
2888,Antony and Cleopatra,William Shakespeare
2889,The Sot-Weed Factor,John Barth
2890,Sula,Toni Morrison
2891,Jamaica Inn,Daphne du Maurier
2892,The Pale Horseman,Bernard Cornwell
2893,The Call of the Wild/White Fang,Jack London
2894,The Moon and Sixpence,W. Somerset Maugham
2895,Bring Up the Bodies,Hilary Mantel
2896,The Fixer,Bernard Malamud
2897,Silence,ShÅ«saku EndÅ
2898,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy
2899,Daniel Deronda,George Eliot
2900,Regency Buck,Georgette Heyer
2901,The Man Who Laughs,Victor Hugo
2902,The Gambler,Fyodor Dostoyevsky
2903,The Bastard of Istanbul,Elif Shafak
2904,The Moor's Last Sigh,Salman Rushdie
2905,Train to Pakistan,Khushwant Singh
2906,Behind the Scenes at the Museum,Kate Atkinson
2907,The Unknown Soldier,VÃ¤inÃ¶ Linna
2908,Embers,SÃ¡ndor MÃ¡rai
2909,The White Hotel,D.M. Thomas
2910,Dictionary of the Khazars,Milorad PaviÄ
2911,Call It Sleep,Henry Roth
2912,Falls the Shadow,Sharon Kay Penman
2913,Shirley,Charlotte BrontÃ«
2914,Every Man Dies Alone,Hans Fallada
2915,Sarum: The Novel of England,Edward Rutherfurd
2916,Kim,Rudyard Kipling
2917,Child of All Nations,Pramoedya Ananta Toer
2918,Wise Children,Angela Carter
2919,In the Skin of a Lion,Michael Ondaatje
2920,The Narrow Road to the Deep North,Richard Flanagan
2921,Nights at the Circus,Angela Carter
2922,Dream of the Red Chamber,Xueqin Cao
2923,"The Notebook, The Proof, The Third Lie: Three Novels",Ãgota KristÃ³f
2924,The Story of a New Name,Elena Ferrante
2925,The Buried Giant,Kazuo Ishiguro
2926,The Time in Between,MarÃ­a DueÃ±as
2927,The Woodlanders,Thomas Hardy
2928,No Great Mischief,Alistair MacLeod
2929,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian
2930,The Palace of Illusions,Chitra Banerjee Divakaruni
2931,The Naked and the Dead,Norman Mailer
2932,The Ragged Trousered Philanthropists,Robert Tressell
2933,Eureka Street,Robert McLiam Wilson
2934,Water Music,T. Coraghessan Boyle
2935,Evelina,Frances Burney
2936,Exit Unicorns,Cindy Brandner
2937,A Time to Love and a Time to Die,Erich Maria Remarque
2938,Moll Flanders,Daniel Defoe
2939,Adam Bede,George Eliot
2940,Les Rois maudits,Maurice Druon
2941,An Irish Country Doctor,Patrick Taylor
2942,Spring Snow,Yukio Mishima
2943,The Dress Lodger,Sheri Holman
2944,A Very Long Engagement,SÃ©bastien Japrisot
2945,Alamut,Vladimir Bartol
2946,Equator,Miguel Sousa Tavares
2947,Slammerkin,Emma Donoghue
2948,The Quincunx,Charles Palliser
2949,Honor,Elif Shafak
2950,As the Crow Flies,Jeffrey Archer
2951,Burmese Days,George Orwell
2952,Puhdistus,Sofi Oksanen
2953,Creation,Gore Vidal
2954,Cranford,Elizabeth Gaskell
2955,Home,Marilynne Robinson
2956,The Dwarf,PÃ¤r Lagerkvist
2957,The Flanders Panel,Arturo PÃ©rez-Reverte
2958,Caim,JosÃ© Saramago
2959,The Invisible Bridge,Julie Orringer
2960,The Go-Between,L.P. Hartley
2961,Waterland,Graham Swift
2962,Eagle in the Snow: A Novel of General Maximus and Rome's Last Stand,Wallace Breem
2963,Jejak Langkah,Pramoedya Ananta Toer
2964,House of Glass,Pramoedya Ananta Toer
2965,Remarkable Creatures,Tracy Chevalier
2966,The Betrothed,Alessandro Manzoni
2967,Austerlitz,W.G. Sebald
2968,Barchester Towers,Anthony Trollope
2969,Het huis van de moskee,Kader Abdolah
2970,Twice Born,Margaret Mazzantini
2971,Sea of Poppies,Amitav Ghosh
2972,The Assault,Harry Mulisch
2973,Snow in August,Pete Hamill
2974,Elmer Gantry,Sinclair Lewis
2975,The Last Cato,Matilde Asensi
2976,The Milagro Beanfield War,John     Nichols
2977,Purgatorio,Dante Alighieri
2978,Beware of Pity,Stefan Zweig
2979,The Magic of You,Johanna Lindsey
2980,The Grass Crown,Colleen McCullough
2981,Captains Courageous,Rudyard Kipling
2982,The Prince of Thieves,Alexandre Dumas
2983,Fatelessness,Imre KertÃ©sz
2984,Ireland,Frank Delaney
2985,The Day Lasts More Than a Hundred Years,Chingiz Aitmatov
2986,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street,Naguib Mahfouz
2987,Earthly Powers,Anthony Burgess
2988,The Hunger Angel,Herta MÃ¼ller
2989,Lighthousekeeping,Jeanette Winterson
2990,A Column of Fire,Ken Follett
2991,Women of the Silk,Gail Tsukiyama
2992,Coriolanus,William Shakespeare
2993,Maisie Dobbs,Jacqueline Winspear
2994,How the Steel Was Tempered,Nikolai Ostrovsky
2995,The Big Rock Candy Mountain,Wallace Stegner
2996,The Secret Scripture,Sebastian Barry
2997,La ciudad de los prodigios,Eduardo Mendoza
2998,Libra,Don DeLillo
2999,Spark of Life: A Novel of Resistance,Erich Maria Remarque
3000,The Road to Wellville,T. Coraghessan Boyle
3001,Empress,Shan Sa
3002,It Can't Happen Here,Sinclair Lewis
3003,The Slave,Isaac Bashevis Singer
3004,Death of Kings,Bernard Cornwell
3005,Vita Nuova,Dante Alighieri
3006,The Prize,Julie Garwood
3007,At Play in the Fields of the Lord,Peter Matthiessen
3008,Star of the Sea,Joseph O'Connor
3009,Shadow Country,Peter Matthiessen
3010,A Dance to the Music of Time: 1st Movement,Anthony Powell
3011,Narrenturm,Andrzej Sapkowski
3012,Saman,Ayu Utami
3013,Anne of Ingleside,L.M. Montgomery
3014,Iceland's Bell,HalldÃ³r Laxness
3015,Legacy,Susan  Kay
3016,Legs,William  Kennedy
3017,Death Comes as the End,Agatha Christie
3018,The Regeneration Trilogy,Pat Barker
3019,The Custom of the Country,Edith Wharton
3020,Waiting,Ha Jin
3021,The Island of the Day Before,Umberto Eco
3022,Comanche Moon,Catherine Anderson
3023,Terra Nostra,Carlos Fuentes
3024,An Offer From a Gentleman,Julia Quinn
3025,A Letter of Mary,Laurie R. King
3026,Das Boot,Lothar-GÃ¼nther Buchheim
3027,Measuring the World,Daniel Kehlmann
3028,The Radetzky March,Joseph Roth
3029,The Living,Annie Dillard
3030,Those Who Leave and Those Who Stay,Elena Ferrante
3031,Davita's Harp,Chaim Potok
3032,The Makioka Sisters,Jun'ichirÅ Tanizaki
3033,The General of the Dead Army,Ismail Kadare
3034,The Ox-Bow Incident,Walter Van Tilburg Clark
3035,Chanakya's Chant,Ashwin Sanghi
3036,The Neapolitan Novels,Elena Ferrante
3037,Een schitterend gebrek,Arthur Japin
3038,The Last Jew,Noah Gordon
3039,Welcome to Hard Times,E.L. Doctorow
3040,Master and Commander:  20 Volume Set,Patrick O'Brian
3041,In the Lake of the Woods,Tim O'Brien
3042,Dancer,Colum McCann
3043,Lady Audley's Secret,Mary Elizabeth Braddon
3044,Parzival,Wolfram von Eschenbach
3045,Bilangan Fu,Ayu Utami
3046,The Noise of Time,Julian Barnes
3047,Poema de mio Cid,Anonymous
3048,The Wars,Timothy Findley
3049,As a Driven Leaf,Milton Steinberg
3050,Coming Through Slaughter,Michael Ondaatje
3051,The Ladies' Paradise,Ãmile Zola
3052,Paradiso,Dante Alighieri
3053,The Road Back,Erich Maria Remarque
3054,QB VII,Leon Uris
3055,A Christmas Carol and Other Christmas Writings,Charles Dickens
3056,The Memory of Old Jack,Wendell Berry
3057,Night Flight,Antoine de Saint-ExupÃ©ry
3058,Balzac and the Little Chinese Seamstress,Dai Sijie
3059,The Rotters' Club,Jonathan Coe
3060,Passing,Nella Larsen
3061,Tobacco Road,Erskine Caldwell
3062,Serenad,O.Z. Livaneli
3063,"Romance of the Three Kingdoms, Vol. 2 of 2",Luo Guanzhong
3064,Devil's Brood,Sharon Kay Penman
3065,O Codex 632,JosÃ© Rodrigues dos Santos
3066,Wolf Totem,Jiang Rong
3067,Joseph and His Brothers,Thomas Mann
3068,The Nibelungenlied,Unknown
3069,Sostiene Pereira,Antonio Tabucchi
3070,The Song of the Lark,Willa Cather
3071,In the Company of the Courtesan,Sarah Dunant
3072,The Door,Magda SzabÃ³
3073,Falling Angels,Tracy Chevalier
3074,The Way We Live Now,Anthony Trollope
3075,The Shadow Lines,Amitav Ghosh
3076,Berlin Alexanderplatz,Alfred DÃ¶blin
3077,The Family Moskat,Isaac Bashevis Singer
3078,The Owl Killers,Karen Maitland
3079,"To Sir Phillip, With Love",Julia Quinn
3080,Brazil,John Updike
3081,Michael Strogoff,Jules Verne
3082,The Professor,Charlotte BrontÃ«
3083,Whose Body?,Dorothy L. Sayers
3084,Time and Chance,Sharon Kay Penman
3085,Saint Francis,Nikos Kazantzakis
3086,Jennie Gerhardt,Theodore Dreiser
3087,The Velvet Promise,Jude Deveraux
3088,Comanche Moon,Larry McMurtry
3089,Tennyson's Poetry,Alfred Tennyson
3090,Shalimar the Clown,Salman Rushdie
3091,An Artist of the Floating World,Kazuo Ishiguro
3092,The Heaven Tree Trilogy,Edith Pargeter
3093,Desolation Island,Patrick O'Brian
3094,Potop,Henryk Sienkiewicz
3095,A Time to Embrace,Karen Kingsbury
3096,Take Two,Karen Kingsbury
3097,A Heart Revealed,Julie Lessman
3098,Submerged,Dani Pettrey
3099,Green: The Beginning and the End,Ted Dekker
3100,Warsaw Requiem,Bodie Thoene
3101,Roses for Mama,Janette Oke
3102,Never the Bride,Rene Gutteridge
3103,The Place of the Lion,Charles  Williams
3104,Abomination,Colleen Coble
3105,Comes a Horseman,Robert Liparulo
3106,Self-Raised,E.D.E.N. Southworth
3107,Rejoice,Karen Kingsbury
3108,The Paradise War,Stephen R. Lawhead
3109,Paige Turned,Erynn Mangum
3110,Paige Torn,Erynn Mangum
3111,The Duke's Redemption,Carla Capshaw
3112,The Reason,William Sirls
3113,Paige Rewritten,Erynn Mangum
3114,The Color of Your Skin Ain't the Color of Your Heart,Michael R. Phillips
3115,A Pale Horse,Wendy Alec
3116,The Captive Maiden,Melanie Dickerson
3117,The Silver Chalice,Thomas B. Costain
3118,Left Behind Series Gift Set,Jerry B. Jenkins
3119,Everybody Say Amen,ReShonda Tate Billingsley
3120,Hadassah: One Night with the King,Tommy Tenney
3121,Son of Perdition,Wendy Alec
3122,Courage,Molly Evangeline
3123,Just Between You and Me: A Novel of Losing Fear and Finding God,Jenny B. Jones
3124,Where the River Ends,Charles Martin
3125,The First Judgement,Wendy Alec
3126,Sketchy Behavior,Erynn Mangum
3127,The Restorer,Sharon Hinck
3128,Junia,Michael E. Giesler
3129,Cape Refuge,Terri Blackstock
3130,Truth,Molly Evangeline
3131,The Candlestone,Bryan Davis
3132,In Between,Jenny B. Jones
3133,Courting Morrow Little,Laura Frantz
3134,Skin,Ted Dekker
3135,Love's Reckoning,Laura Frantz
3136,Kate's Song,Jennifer Beckstrand
3137,Shadow Over Kiriath,Karen Hancock
3138,DragonKnight,Donita K. Paul
3139,Nightmare Academy,Frank E. Peretti
3140,The Hero's Lot,Patrick W. Carr
3141,The Silver Hand,Stephen R. Lawhead
3142,Miss Match,Erynn Mangum
3143,Without a Trace,Colleen Coble
3144,To Darkness Fled,Jill Williamson
3145,Havah: The Story of Eve,Tosca Lee
3146,Redemption,Karen Kingsbury
3147,A New Song,Jan Karon
3148,Shepherds Abiding,Jan Karon
3149,A Lasting Impression,Tamera Alexander
3150,When Calls the Heart,Janette Oke
3151,A Common Life: The Wedding Story,Jan Karon
3152,A Light in the Window,Jan Karon
3153,Boneman's Daughters,Ted Dekker
3154,Last of the Nephilim,Bryan Davis
3155,The Stars for a Light,Lynn   Morris
3156,Peculiar Treasures,Robin Jones Gunn
3157,Return of the Guardian-King,Karen Hancock
3158,"These High, Green Hills",Jan Karon
3159,Out to Canaan,Jan Karon
3160,In This Mountain,Jan Karon
3161,Nightmare,Robin Parrish
3162,Prophet,Frank E. Peretti
3163,The Wood's Edge,Lori Benton
3164,Return,Karen Kingsbury
3165,Cry in the Night,Colleen Coble
3166,A Change of Fortune,Jen Turano
3167,The Keeper,Suzanne Woods Fisher
3168,Fire by Night,Lynn Austin
3169,Resistance,Jaye L. Knight
3170,Mere Christianity and The Screwtape Letters,C.S. Lewis
3171,The Heart Mender: A Story of Second Chances,Andy Andrews
3172,Wolfsbane,Ronie Kendig
3173,Breaker's Reef,Terri Blackstock
3174,Take a Chance on Me,Susan May Warren
3175,Masters & Slayers,Bryan Davis
3176,Rekindled,Tamera Alexander
3177,Halos,Kristen Heitzmann
3178,The Rook,Steven James
3179,Sunrise,Karen Kingsbury
3180,Revealed,Tamera Alexander
3181,A Cast of Stones,Patrick W. Carr
3182,Lady of Milkweed Manor,Julie Klassen
3183,A Daughter of Zion,Bodie Thoene
3184,Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor
3185,The Fisherman's Lady,George MacDonald
3186,Tears of a Dragon,Bryan Davis
3187,The Gates of Zion,Bodie Thoene
3188,Love Finds a Home,Janette Oke
3189,The Key to Zion,Bodie Thoene
3190,The Return to Zion,Bodie Thoene
3191,A Light in Zion,Bodie Thoene
3192,Immanuel's Veins,Ted Dekker
3193,Love's Unfolding Dream,Janette Oke
3194,Swinging on a Star,Janice  Thompson
3195,True Light,Terri Blackstock
3196,Faith of Our Fathers: A House Divided,N.C. Allen
3197,Love's Unending Legacy,Janette Oke
3198,It Had to Be You,Janice  Thompson
3199,The Last Dance,Melody Carlson
3200,Thunder of Heaven,Ted Dekker
3201,The Shadow Within,Karen Hancock
3202,Unashamed: Rahab,Francine Rivers
3203,Stealing the Preacher,Karen Witemeyer
3204,Lost in Las Vegas,Melody Carlson
3205,Spring Breakdown,Melody Carlson
3206,Viva Vermont!,Melody Carlson
3207,Homecoming Queen,Melody Carlson
3208,New York Debut,Melody Carlson
3209,Shattered,Dani Pettrey
3210,A Charmed Life,Jenny B. Jones
3211,Divine,Karen Kingsbury
3212,The Constantine Codex,Paul L. Maier
3213,Rooms,James L. Rubart
3214,The Indwelling,Tim LaHaye
3215,Paradise Valley,Dale Cramer
3216,Hawk,Ronie Kendig
3217,The Calling of Dan Matthews,Harold Bell Wright
3218,A Thousand Tomorrows,Karen Kingsbury
3219,Love's Abiding Joy,Janette Oke
3220,Armageddon: The Cosmic Battle of the Ages,Tim LaHaye
3221,Blessed Child,Ted Dekker
3222,Like Dandelion Dust,Karen Kingsbury
3223,The Girl in the Gatehouse,Julie Klassen
3224,After a Fashion,Jen Turano
3225,The Christmas Shoes,Donna VanLiere
3226,Between Sundays,Karen Kingsbury
3227,Love's Long Journey,Janette Oke
3228,A Man Called Blessed,Ted Dekker
3229,The Remnant,Tim LaHaye
3230,Soul Harvest: The World Takes Sides,Tim LaHaye
3231,Night Light,Terri Blackstock
3232,Vigilante,Robin Parrish
3233,When a Man's a Man,Harold Bell Wright
3234,Letter Perfect,Cathy Marie Hake
3235,Waiting for Morning,Karen Kingsbury
3236,Halfway to Forever,Karen Kingsbury
3237,A Love Surrendered,Julie Lessman
3238,Tahn,L.A. Kelly
3239,A Moment of Weakness,Karen Kingsbury
3240,Maid to Match,Deeanne Gist
3241,London Refrain,Bodie Thoene
3242,Paris Encore,Bodie Thoene
3243,Dunkirk Crescendo,Bodie Thoene
3244,A.D. 33,Ted Dekker
3245,Angel Sister,Ann H. Gabhart
3246,A.D. 30,Ted Dekker
3247,Sweetwater Gap,Denise Hunter
3248,Mother,Kathleen Thompson Norris
3249,Treasures of the Snow,Patricia St. John
3250,A Constant Heart,Siri Mitchell
3251,Sinner,Ted Dekker
3252,Glorious Appearing: The End of Days,Tim LaHaye
3253,Shades of Blue,Karen Kingsbury
3254,A Place Called Home,Lori Wick
3255,Words Spoken True,Ann H. Gabhart
3256,The Rescue,Lori Wick
3257,The Bird in the Tree,Elizabeth Goudge
3258,Playing the Part,Jen Turano
3259,Edge of Eternity,Randy Alcorn
3260,This Side of Heaven,Karen Kingsbury
3261,Dark Blue: Color Me Lonely,Melody Carlson
3262,Fireflies in December,Jennifer Erin Valent
3263,The Penny,Joyce Meyer
3264,Safely Home,Randy Alcorn
3265,Widows & Orphans,Susan Meissner
3266,First Impressions,Michelle Sutton
3267,The Lamplighter (Rare Collector's Series),Maria Susanna Cummins
3268,The Scent of Water,Elizabeth Goudge
3269,Georgia on Her Mind,Rachel Hauck
3270,Pearl in the Sand,Tessa Afshar
3271,While We're Far Apart,Lynn Austin
3272,Love's Providence,Jennifer H. Westall
3273,Prophecy of the Heir,J.C. Lamont
3274,The Reverend's Wife,Kimberla Lawson Roby
3275,The Wedding Dress,Rachel Hauck
3276,Deadly Pursuit,Irene Hannon
3277,The Infinite Day,Chris Walley
3278,In My Father's House,Bodie Thoene
3279,Making Waves,Lorna Seilstad
3280,John 3:16,Nancy Moser
3281,Chasing Fireflies: A Novel of Discovery,Charles Martin
3282,"Holly's Heart, Collection 1: Best Friend, Worst Enemy/Secret Summer Dreams/Sealed with a Kiss/The Trouble with Weddings/California Crazy",Beverly Lewis
3283,Chain of Mercy,Brenda S. Anderson
3284,Illuminated,Jackie Castle
3285,Now and at the Hour of Our Death,J.S.B. Morse
3286,The Captive Heart,Dale Cramer
3287,Water Walker,Ted Dekker
3288,The River Girl's Song,Angela C. Castillo
3289,The Torch of Triumph,Sally Laity
3290,A Lineage of Grace,Francine Rivers
3291,Crown of Souls,Ronie Kendig
3292,Jotham's Journey: A Storybook for Advent,Arnold Ytreeide
3293,Hometown Girl,Courtney Walsh
3294,Kristian's War,Peter Wisan
3295,The Love Letter,Rachel Hauck
3296,Daughters of Northern Shores,Joanne Bischof
3297,The Piper's Pursuit,Melanie Dickerson
3298,The Princess Spy,Melanie Dickerson
3299,The White Rose Resists: A Novel of the German Students Who Defied Hitler,Amanda  Barratt
3300,Dinner with a Perfect Stranger/Day with a Perfect Stranger Boxed Set,David Gregory
3301,It's Not About Me,Michelle Sutton
3302,The Veritas Conflict,Shaunti Feldhahn
3303,The Christmas Lamp,Lori Copeland
3304,Angels Watching Over Me,Michael R. Phillips
3305,Love Starts with Elle,Rachel Hauck
3306,The Price of Trust,Amanda Stephan
3307,Day of War,Cliff Graham
3308,Letters to God,Patrick Doughtie
3309,Embers of Love,Tracie Peterson
3310,The Yada Yada Prayer Group,Neta Jackson
3311,The Dark Age,Jeff W. Horton
3312,The Moment Between,Nicole Baart
3313,The Officer's Secret,Debby Giusti
3314,Deep in the Heart,Staci Stallings
3315,All in Good Time,Maureen Lang
3316,One Chance,Daniel  Patterson
3317,When Rain Falls,Tyora Moody
3318,Healing Grace,Beth Shriver
3319,Happily Ever After,Susan May Warren
3320,For Such a Time,Kate Breslin
3321,A Time to Speak,Nadine Brandes
3322,The Embers of Hope,Sally Laity
3323,Angels Walking,Karen Kingsbury
3324,Exodus Rising,Bryan Davis
3325,The Dead Don't Dance,Charles Martin
3326,Conspiracy of Silence,Ronie Kendig
